,lab
2138,GIA
2139,GIA
2140,GIA
2141,GIA
2142,IGI
2143,GIA
2144,GIA
2145,GIA
2146,GIA
2147,GIA
2148,IGI
2149,IGI
2150,IGI
2151,IGI
2152,IGI
2153,IGI
2154,IGI
2155,IGI
2156,GIA
2157,GIA
2158,IGI
2159,GIA
2160,GIA
2161,GIA
2162,GIA
2163,GIA
2164,GIA
2165,GIA
2166,GIA
2167,IGI
2168,GIA
2169,GIA
2170,GIA
2171,GIA
2172,GIA
2173,GIA
2174,IGI
2175,IGI
2176,GIA
2177,GIA
2178,GIA
2179,GIA
2180,GIA
2181,IGI
2182,GIA
2183,GIA
2184,IGI
2185,GIA
2186,GIA
2187,GIA
2188,GIA
2189,GIA
2190,GIA
2191,GIA
2192,IGI
2193,GIA
2194,GIA
2195,GIA
2196,GIA
2197,GIA
2198,GIA
2199,GIA
2200,IGI
2201,GIA
2202,GIA
2203,GIA
2204,IGI
2205,GIA
2206,GIA
2207,GIA
2208,IGI
2209,IGI
2210,IGI
2211,IGI
2212,IGI
2213,IGI
2214,IGI
2215,IGI
2216,IGI
2217,IGI
2218,GIA
2219,GIA
2220,GIA
2221,GIA
2222,GIA
2223,GIA
2224,GIA
2225,GIA
2226,GIA
2227,GIA
2228,GIA
2229,IGI
2230,GIA
2231,IGI
2232,IGI
2233,IGI
2234,IGI
2235,IGI
2236,HRD
2237,HRD
2238,GIA
2239,GIA
2240,IGI
2241,IGI
2242,IGI
2243,IGI
2244,GIA
2245,GIA
2246,GIA
2247,IGI
2248,IGI
2249,GIA
2250,GIA
2251,GIA
2252,GIA
2253,GIA
2254,GIA
2255,GIA
2256,GIA
2257,GIA
2258,GIA
2259,GIA
2260,GIA
2261,GIA
2262,GIA
2263,GIA
2264,GIA
2265,GIA
2266,HRD
2267,IGI
2268,IGI
2269,IGI
2270,IGI
2271,IGI
2272,IGI
2273,GIA
2274,GIA
2275,GIA
2276,GIA
2277,GIA
2278,GIA
2279,GIA
2280,GIA
2281,GIA
2282,GIA
2283,GIA
2284,GIA
2285,IGI
2286,IGI
2287,GIA
2288,GIA
2289,GIA
2290,IGI
2291,IGI
2292,IGI
2293,IGI
2294,GIA
2295,GIA
2296,GIA
2297,GIA
2298,GIA
2299,GIA
2300,GIA
2301,IGI
2302,GIA
2303,GIA
2304,GIA
2305,GIA
2306,GIA
2307,GIA
2308,GIA
2309,GIA
2310,GIA
2311,GIA
2312,GIA
2313,GIA
2314,IGI
2315,IGI
2316,GIA
2317,GIA
2318,GIA
2319,GIA
2320,GIA
2321,GIA
2322,GIA
2323,GIA
2324,GIA
2325,GIA
2326,HRD
2327,IGI
2328,IGI
2329,GIA
2330,GIA
2331,GIA
2332,GIA
2333,GIA
2334,GIA
2335,IGI
2336,GIA
2337,GIA
2338,GIA
2339,GIA
2340,IGI
2341,GIA
2342,GIA
2343,GIA
2344,GIA
2345,IGI
2346,IGI
2347,IGI
2348,IGI
2349,IGI
2350,IGI
2351,GIA
2352,IGI
2353,HRD
2354,GIA
2355,GIA
2356,IGI
2357,GIA
2358,GIA
2359,GIA
2360,GIA
2361,GIA
2362,GIA
2363,GIA
2364,GIA
2365,GIA
2366,GIA
2367,GIA
2368,GIA
2369,IGI
2370,IGI
2371,GIA
2372,GIA
2373,IGI
2374,GIA
2375,GIA
2376,GIA
2377,GIA
2378,GIA
2379,GIA
2380,GIA
2381,GIA
2382,GIA
2383,GIA
2384,GIA
2385,GIA
2386,GIA
2387,GIA
2388,GIA
2389,GIA
2390,GIA
2391,GIA
2392,IGI
2393,IGI
2394,GIA
2395,GIA
2396,GIA
2397,GIA
2398,GIA
2399,GIA
2400,GIA
2401,IGI
2402,IGI
2403,IGI
2404,IGI
2405,IGI
2406,IGI
2407,IGI
2408,IGI
2409,IGI
2410,IGI
2411,IGI
2412,GIA
2413,GIA
2414,IGI
2415,GIA
2416,GIA
2417,GIA
2418,GIA
2419,GIA
2420,IGI
2421,GIA
2422,GIA
2423,GIA
2424,GIA
2425,GIA
2426,GIA
2427,GIA
2428,GIA
2429,GIA
2430,GIA
2431,GIA
2432,GIA
2433,GIA
2434,GIA
2435,GIA
2436,GIA
2437,IGI
2438,IGI
2439,IGI
2440,IGI
2441,IGI
2442,IGI
2443,IGI
2444,GIA
2445,GIA
2446,GIA
2447,GIA
2448,GIA
2449,GIA
2450,GIA
2451,GIA
2452,IGI
2453,GIA
2454,GIA
2455,IGI
2456,IGI
2457,GIA
2458,GIA
2459,GIA
2460,GIA
2461,GIA
2462,GIA
2463,GIA
2464,GIA
2465,GIA
2466,GIA
2467,IGI
2468,IGI
2469,GIA
2470,GIA
2471,GIA
2472,GIA
2473,GIA
2474,GIA
2475,GIA
2476,GIA
2477,GIA
2478,GIA
2479,GIA
2480,IGI
2481,IGI
2482,GIA
2483,GIA
2484,GIA
2485,GIA
2486,GIA
2487,GIA
2488,GIA
2489,GIA
2490,GIA
2491,GIA
2492,GIA
2493,GIA
2494,GIA
2495,GIA
2496,GIA
2497,IGI
2498,GIA
2499,GIA
2500,GIA
2501,GIA
2502,GIA
2503,GIA
2504,GIA
2505,GIA
2506,GIA
2507,GIA
2508,GIA
2509,GIA
2510,GIA
2511,IGI
2512,GIA
2513,GIA
2514,GIA
2515,GIA
2516,GIA
2517,GIA
2518,GIA
2519,IGI
2520,GIA
2521,IGI
2522,GIA
2523,GIA
2524,GIA
2525,IGI
2526,GIA
2527,GIA
2528,GIA
2529,GIA
2530,GIA
2531,GIA
2532,GIA
2533,GIA
2534,IGI
2535,GIA
2536,GIA
2537,GIA
2538,GIA
2539,IGI
2540,GIA
2541,IGI
2542,GIA
2543,GIA
2544,IGI
2545,GIA
2546,GIA
2547,GIA
2548,IGI
2549,GIA
2550,IGI
2551,IGI
2552,IGI
2553,IGI
2554,IGI
2555,IGI
2556,IGI
2557,GIA
2558,GIA
2559,GIA
2560,GIA
2561,GIA
2562,GIA
2563,GIA
2564,GIA
2565,GIA
2566,IGI
2567,IGI
2568,IGI
2569,GIA
2570,GIA
2571,GIA
2572,GIA
2573,IGI
2574,GIA
2575,IGI
2576,IGI
2577,GIA
2578,GIA
2579,GIA
2580,GIA
2581,GIA
2582,GIA
2583,IGI
2584,IGI
2585,GIA
2586,GIA
2587,GIA
2588,GIA
2589,GIA
2590,GIA
2591,GIA
2592,GIA
2593,GIA
2594,GIA
2595,GIA
2596,GIA
2597,GIA
2598,GIA
2599,IGI
2600,GIA
2601,GIA
2602,GIA
2603,GIA
2604,GIA
2605,GIA
2606,GIA
2607,GIA
2608,GIA
2609,GIA
2610,GIA
2611,GIA
2612,IGI
2613,IGI
2614,IGI
2615,GIA
2616,GIA
2617,HRD
2618,IGI
2619,GIA
2620,GIA
2621,GIA
2622,IGI
2623,IGI
2624,GIA
2625,GIA
2626,IGI
2627,IGI
2628,IGI
2629,IGI
2630,GIA
2631,IGI
2632,GIA
2633,GIA
2634,GIA
2635,GIA
2636,GIA
2637,GIA
2638,GIA
2639,GIA
2640,IGI
2641,GIA
2642,GIA
2643,GIA
2644,GIA
2645,GIA
2646,GIA
2647,GIA
2648,GIA
2649,GIA
2650,GIA
2651,GIA
2652,GIA
2653,GIA
2654,GIA
2655,GIA
2656,GIA
2657,GIA
2658,GIA
2659,IGI
2660,GIA
2661,GIA
2662,GIA
2663,GIA
2664,GIA
2665,GIA
2666,GIA
2667,GIA
2668,IGI
2669,GIA
2670,GIA
2671,GIA
2672,GIA
2673,IGI
2674,GIA
2675,GIA
2676,GIA
2677,GIA
2678,GIA
2679,GIA
2680,GIA
2681,IGI
2682,IGI
2683,GIA
2684,GIA
2685,GIA
2686,GIA
2687,GIA
2688,GIA
2689,GIA
2690,GIA
2691,GIA
2692,GIA
2693,GIA
2694,GIA
2695,IGI
2696,GIA
2697,GIA
2698,GIA
2699,GIA
2700,GIA
2701,GIA
2702,GIA
2703,GIA
2704,GIA
2705,GIA
2706,GIA
2707,GIA
2708,GIA
2709,GIA
2710,GIA
2711,GIA
2712,GIA
2713,IGI
2714,GIA
2715,GIA
2716,GIA
2717,GIA
2718,GIA
2719,GIA
2720,GIA
2721,GIA
2722,IGI
2723,IGI
2724,IGI
2725,IGI
2726,IGI
2727,IGI
2728,IGI
2729,GIA
2730,GIA
2731,GIA
2732,IGI
2733,IGI
2734,IGI
2735,IGI
2736,IGI
2737,IGI
2738,IGI
2739,GIA
2740,GIA
2741,GIA
2742,GIA
2743,IGI
2744,GIA
2745,GIA
2746,GIA
2747,GIA
2748,GIA
2749,GIA
2750,GIA
2751,GIA
2752,GIA
2753,GIA
2754,GIA
2755,GIA
2756,GIA
2757,GIA
2758,GIA
2759,GIA
2760,IGI
2761,GIA
2762,GIA
2763,IGI
2764,IGI
2765,GIA
2766,GIA
2767,GIA
2768,GIA
2769,IGI
2770,IGI
2771,IGI
2772,GIA
2773,GIA
2774,GIA
2775,GIA
2776,GIA
2777,GIA
2778,GIA
2779,GIA
2780,GIA
2781,GIA
2782,GIA
2783,IGI
2784,IGI
2785,IGI
2786,IGI
2787,IGI
2788,GIA
2789,IGI
2790,GIA
2791,IGI
2792,GIA
2793,GIA
2794,GIA
2795,IGI
2796,GIA
2797,GIA
2798,GIA
2799,GIA
2800,HRD
2801,IGI
2802,GIA
2803,GIA
2804,GIA
2805,GIA
2806,GIA
2807,GIA
2808,GIA
2809,GIA
2810,GIA
2811,GIA
2812,GIA
2813,GIA
2814,GIA
2815,IGI
2816,IGI
2817,GIA
2818,GIA
2819,GIA
2820,GIA
2821,GIA
2822,GIA
2823,GIA
2824,GIA
2825,GIA
2826,GIA
2827,GIA
2828,GIA
2829,GIA
2830,GIA
2831,GIA
2832,GIA
2833,GIA
2834,GIA
2835,GIA
2836,GIA
2837,GIA
2838,GIA
2839,GIA
2840,IGI
2841,GIA
2842,GIA
2843,GIA
2844,IGI
2845,IGI
2846,IGI
2847,IGI
2848,GIA
2849,GIA
2850,GIA
2851,GIA
2852,GIA
2853,GIA
2854,GIA
2855,GIA
2856,GIA
2857,GIA
2858,GIA
2859,GIA
2860,GIA
2861,GIA
2862,IGI
2863,GIA
2864,GIA
2865,GIA
2866,GIA
2867,GIA
2868,IGI
2869,GIA
2870,GIA
2871,GIA
2872,GIA
2873,GIA
2874,GIA
2875,GIA
2876,GIA
2877,GIA
2878,GIA
2879,GIA
2880,GIA
2881,GIA
2882,GIA
2883,GIA
2884,GIA
2885,GIA
2886,GIA
2887,GIA
2888,GIA
2889,GIA
2890,GIA
2891,GIA
2892,GIA
2893,IGI
2894,GIA
2895,GIA
2896,GIA
2897,GIA
2898,GIA
2899,GIA
2900,GIA
2901,GIA
2902,GIA
2903,GIA
2904,GIA
2905,GIA
2906,GIA
2907,GIA
2908,GIA
2909,GIA
2910,GIA
2911,GIA
2912,GIA
2913,GIA
2914,GIA
2915,GIA
2916,GIA
2917,GIA
2918,GIA
2919,GIA
2920,GIA
2921,GIA
2922,GIA
2923,IGI
2924,IGI
2925,IGI
2926,IGI
2927,GIA
2928,GIA
2929,IGI
2930,IGI
2931,GIA
2932,GIA
2933,GIA
2934,GIA
2935,GIA
2936,GIA
2937,IGI
2938,IGI
2939,IGI
2940,GIA
2941,IGI
2942,IGI
2943,IGI
2944,IGI
2945,GIA
2946,IGI
2947,GIA
2948,GIA
2949,GIA
2950,GIA
2951,GIA
2952,GIA
2953,IGI
2954,GIA
2955,GIA
2956,IGI
2957,IGI
2958,IGI
2959,IGI
2960,IGI
2961,IGI
2962,GIA
2963,GIA
2964,GIA
2965,GIA
2966,GIA
2967,GIA
2968,GIA
2969,GIA
2970,IGI
2971,IGI
2972,GIA
2973,GIA
2974,GIA
2975,GIA
2976,GIA
2977,GIA
2978,GIA
2979,GIA
2980,GIA
2981,GIA
2982,GIA
2983,GIA
2984,GIA
2985,GIA
2986,GIA
2987,IGI
2988,IGI
2989,GIA
2990,IGI
2991,IGI
2992,GIA
2993,GIA
2994,GIA
2995,GIA
2996,IGI
2997,IGI
2998,IGI
2999,IGI
3000,IGI
3001,GIA
3002,IGI
3003,IGI
3004,GIA
3005,IGI
3006,GIA
3007,IGI
3008,IGI
3009,IGI
3010,IGI
3011,IGI
3012,IGI
3013,IGI
3014,IGI
3015,IGI
3016,GIA
3017,GIA
3018,GIA
3019,IGI
3020,GIA
3021,GIA
3022,IGI
3023,GIA
3024,GIA
3025,GIA
3026,GIA
3027,GIA
3028,GIA
3029,GIA
3030,GIA
3031,GIA
3032,GIA
3033,GIA
3034,GIA
3035,GIA
3036,GIA
3037,GIA
3038,GIA
3039,GIA
3040,GIA
3041,GIA
3042,GIA
3043,GIA
3044,GIA
3045,GIA
3046,GIA
3047,GIA
3048,GIA
3049,GIA
3050,GIA
3051,GIA
3052,GIA
3053,GIA
3054,HRD
3055,GIA
3056,GIA
3057,IGI
3058,GIA
3059,GIA
3060,GIA
3061,GIA
3062,GIA
3063,GIA
3064,GIA
3065,GIA
3066,GIA
3067,GIA
3068,IGI
3069,IGI
3070,IGI
3071,IGI
3072,IGI
3073,IGI
3074,IGI
3075,IGI
3076,IGI
3077,IGI
3078,IGI
3079,IGI
3080,IGI
3081,IGI
3082,IGI
3083,GIA
3084,GIA
3085,GIA
3086,GIA
3087,GIA
3088,IGI
3089,GIA
3090,GIA
3091,GIA
3092,GIA
3093,GIA
3094,GIA
3095,GIA
3096,GIA
3097,GIA
3098,IGI
3099,GIA
3100,IGI
3101,GIA
3102,GIA
3103,GIA
3104,GIA
3105,IGI
3106,GIA
3107,GIA
3108,GIA
3109,IGI
3110,IGI
3111,GIA
3112,GIA
3113,GIA
3114,GIA
3115,IGI
3116,GIA
3117,GIA
3118,GIA
3119,GIA
3120,GIA
3121,GIA
3122,GIA
3123,GIA
3124,GIA
3125,GIA
3126,GIA
3127,GIA
3128,GIA
3129,GIA
3130,GIA
3131,GIA
3132,IGI
3133,GIA
3134,GIA
3135,GIA
3136,GIA
3137,GIA
3138,GIA
3139,GIA
3140,GIA
3141,GIA
3142,GIA
3143,GIA
3144,GIA
3145,GIA
3146,GIA
3147,GIA
3148,GIA
3149,GIA
3150,GIA
3151,GIA
3152,GIA
3153,GIA
3154,GIA
3155,GIA
3156,GIA
3157,GIA
3158,GIA
3159,GIA
3160,GIA
3161,GIA
3162,GIA
3163,GIA
3164,GIA
3165,GIA
3166,GIA
3167,IGI
3168,GIA
3169,GIA
3170,GIA
3171,GIA
3172,GIA
3173,GIA
3174,GIA
3175,GIA
3176,GIA
3177,GIA
3178,GIA
3179,GIA
3180,IGI
3181,IGI
3182,IGI
3183,IGI
3184,IGI
3185,IGI
3186,GIA
3187,GIA
3188,GIA
3189,IGI
3190,IGI
3191,GIA
3192,GIA
3193,GIA
3194,GIA
3195,GIA
3196,GIA
3197,IGI
3198,GIA
3199,GIA
3200,GIA
3201,GIA
3202,GIA
3203,GIA
3204,GIA
3205,GIA
3206,GIA
3207,GIA
3208,IGI
3209,GIA
3210,GIA
3211,GIA
3212,GIA
3213,GIA
3214,GIA
3215,GIA
3216,GIA
3217,GIA
3218,GIA
3219,GIA
3220,GIA
3221,GIA
3222,GIA
3223,GIA
3224,GIA
3225,GIA
3226,GIA
3227,GIA
3228,GIA
3229,GIA
3230,GIA
3231,GIA
3232,GIA
3233,IGI
3234,IGI
3235,GIA
3236,HRD
3237,GIA
3238,GIA
3239,GIA
3240,GIA
3241,GIA
3242,GIA
3243,GIA
3244,GIA
3245,GIA
3246,GIA
3247,GIA
3248,GIA
3249,IGI
3250,GIA
3251,GIA
3252,GIA
3253,GIA
3254,IGI
3255,IGI
3256,IGI
3257,IGI
3258,GIA
3259,GIA
3260,HRD
3261,GIA
3262,GIA
3263,GIA
3264,GIA
3265,GIA
3266,GIA
3267,GIA
3268,IGI
3269,GIA
3270,GIA
3271,GIA
3272,GIA
3273,GIA
3274,GIA
3275,GIA
3276,GIA
3277,GIA
3278,GIA
3279,GIA
3280,GIA
3281,GIA
3282,GIA
3283,GIA
3284,GIA
3285,GIA
3286,GIA
3287,GIA
3288,GIA
3289,GIA
3290,GIA
3291,GIA
3292,GIA
3293,GIA
3294,GIA
3295,GIA
3296,GIA
3297,GIA
3298,GIA
3299,GIA
3300,GIA
3301,GIA
3302,GIA
3303,GIA
3304,GIA
3305,GIA
3306,GIA
3307,GIA
3308,GIA
3309,GIA
3310,GIA
3311,GIA
3312,GIA
3313,GIA
3314,GIA
3315,GIA
3316,GIA
3317,GIA
3318,GIA
3319,GIA
3320,GIA
3321,GIA
3322,GIA
3323,GIA
3324,GIA
3325,GIA
3326,GIA
3327,GIA
3328,GIA
3329,GIA
3330,GIA
3331,GIA
3332,GIA
3333,GIA
3334,GIA
3335,GIA
3336,GIA
3337,GIA
3338,GIA
3339,GIA
3340,GIA
3341,GIA
3342,GIA
3343,GIA
3344,GIA
3345,GIA
3346,GIA
3347,GIA
3348,GIA
3349,GIA
3350,GIA
3351,GIA
3352,GIA
3353,GIA
3354,IGI
3355,GIA
3356,GIA
3357,GIA
3358,GIA
3359,GIA
3360,GIA
3361,GIA
3362,GIA
3363,IGI
3364,IGI
3365,IGI
3366,IGI
3367,IGI
3368,IGI
3369,GIA
3370,GIA
3371,IGI
3372,GIA
3373,GIA
3374,GIA
3375,GIA
3376,GIA
3377,GIA
3378,GIA
3379,GIA
3380,GIA
3381,GIA
3382,GIA
3383,GIA
3384,GIA
3385,GIA
3386,GIA
3387,GIA
3388,GIA
3389,GIA
3390,GIA
3391,GIA
3392,GIA
3393,GIA
3394,GIA
3395,GIA
3396,GIA
3397,GIA
3398,GIA
3399,GIA
3400,GIA
3401,GIA
3402,GIA
3403,GIA
3404,GIA
3405,GIA
3406,GIA
3407,GIA
3408,GIA
3409,GIA
3410,GIA
3411,GIA
3412,GIA
3413,GIA
3414,GIA
3415,GIA
3416,GIA
3417,GIA
3418,GIA
3419,GIA
3420,GIA
3421,GIA
3422,GIA
3423,GIA
3424,GIA
3425,GIA
3426,GIA
3427,GIA
3428,GIA
3429,GIA
3430,GIA
3431,GIA
3432,GIA
3433,GIA
3434,GIA
3435,GIA
3436,GIA
3437,GIA
3438,GIA
3439,GIA
3440,GIA
3441,GIA
3442,GIA
3443,GIA
3444,GIA
3445,IGI
3446,GIA
3447,IGI
3448,IGI
3449,GIA
3450,GIA
3451,GIA
3452,GIA
3453,GIA
3454,GIA
3455,GIA
3456,IGI
3457,IGI
3458,GIA
3459,GIA
3460,GIA
3461,IGI
3462,GIA
3463,GIA
3464,GIA
3465,GIA
3466,GIA
3467,GIA
3468,GIA
3469,GIA
3470,GIA
3471,GIA
3472,GIA
3473,GIA
3474,GIA
3475,GIA
3476,GIA
3477,GIA
3478,GIA
3479,GIA
3480,IGI
3481,IGI
3482,GIA
3483,IGI
3484,IGI
3485,IGI
3486,IGI
3487,IGI
3488,GIA
3489,IGI
3490,GIA
3491,GIA
3492,GIA
3493,GIA
3494,GIA
3495,GIA
3496,GIA
3497,GIA
3498,GIA
3499,GIA
3500,GIA
3501,GIA
3502,GIA
3503,GIA
3504,GIA
3505,GIA
3506,GIA
3507,GIA
3508,GIA
3509,GIA
3510,GIA
3511,GIA
3512,GIA
3513,GIA
3514,GIA
3515,GIA
3516,GIA
3517,GIA
3518,GIA
3519,GIA
3520,GIA
3521,GIA
3522,GIA
3523,GIA
3524,GIA
3525,GIA
3526,GIA
3527,GIA
3528,GIA
3529,GIA
3530,GIA
3531,GIA
3532,GIA
3533,GIA
3534,GIA
3535,GIA
3536,GIA
3537,GIA
3538,GIA
3539,GIA
3540,GIA
3541,GIA
3542,GIA
3543,GIA
3544,GIA
3545,GIA
3546,GIA
3547,GIA
3548,IGI
3549,GIA
3550,GIA
3551,IGI
3552,GIA
3553,GIA
3554,IGI
3555,IGI
3556,GIA
3557,GIA
3558,GIA
3559,GIA
3560,GIA
3561,GIA
3562,GIA
3563,GIA
3564,GIA
3565,GIA
3566,GIA
3567,GIA
3568,GIA
3569,GIA
3570,IGI
3571,GIA
3572,GIA
3573,GIA
3574,GIA
3575,GIA
3576,GIA
3577,IGI
3578,IGI
3579,GIA
3580,IGI
3581,IGI
3582,IGI
3583,IGI
3584,GIA
3585,GIA
3586,GIA
3587,GIA
3588,IGI
3589,IGI
3590,GIA
3591,GIA
3592,GIA
3593,GIA
3594,GIA
3595,GIA
3596,GIA
3597,GIA
3598,GIA
3599,GIA
3600,GIA
3601,GIA
3602,GIA
3603,GIA
3604,GIA
3605,GIA
3606,GIA
3607,GIA
3608,GIA
3609,GIA
3610,GIA
3611,GIA
3612,GIA
3613,GIA
3614,GIA
3615,GIA
3616,GIA
3617,GIA
3618,GIA
3619,GIA
3620,GIA
3621,GIA
3622,GIA
3623,GIA
3624,GIA
3625,GIA
3626,GIA
3627,GIA
3628,GIA
3629,GIA
3630,IGI
3631,IGI
3632,IGI
3633,IGI
3634,IGI
3635,IGI
3636,IGI
3637,IGI
3638,IGI
3639,IGI
3640,GIA
3641,GIA
3642,GIA
3643,GIA
3644,GIA
3645,GIA
3646,GIA
3647,GIA
3648,GIA
3649,GIA
3650,GIA
3651,GIA
3652,GIA
3653,GIA
3654,GIA
3655,GIA
3656,GIA
3657,GIA
3658,GIA
3659,GIA
3660,IGI
3661,GIA
3662,GIA
3663,IGI
3664,IGI
3665,IGI
3666,IGI
3667,IGI
3668,GIA
3669,GIA
3670,GIA
3671,GIA
3672,GIA
3673,GIA
3674,GIA
3675,GIA
3676,IGI
3677,GIA
3678,IGI
3679,IGI
3680,HRD
3681,GIA
3682,GIA
3683,GIA
3684,GIA
3685,GIA
3686,GIA
3687,GIA
3688,GIA
3689,GIA
3690,GIA
3691,GIA
3692,GIA
3693,GIA
3694,GIA
3695,GIA
3696,GIA
3697,GIA
3698,GIA
3699,GIA
3700,GIA
3701,GIA
3702,GIA
3703,GIA
3704,GIA
3705,GIA
3706,GIA
3707,GIA
3708,GIA
3709,GIA
3710,GIA
3711,GIA
3712,GIA
3713,GIA
3714,GIA
3715,GIA
3716,GIA
3717,GIA
3718,GIA
3719,GIA
3720,GIA
3721,GIA
3722,GIA
3723,GIA
3724,GIA
3725,GIA
3726,GIA
3727,GIA
3728,GIA
3729,GIA
3730,GIA
3731,GIA
3732,GIA
3733,GIA
3734,GIA
3735,GIA
3736,GIA
3737,GIA
3738,GIA
3739,GIA
3740,GIA
3741,GIA
3742,GIA
3743,GIA
3744,GIA
3745,GIA
3746,GIA
3747,GIA
3748,GIA
3749,GIA
3750,IGI
3751,IGI
3752,IGI
3753,GIA
3754,GIA
3755,GIA
3756,GIA
3757,GIA
3758,GIA
3759,GIA
3760,GIA
3761,GIA
3762,GIA
3763,GIA
3764,GIA
3765,IGI
3766,GIA
3767,GIA
3768,GIA
3769,GIA
3770,GIA
3771,GIA
3772,GIA
3773,GIA
3774,GIA
3775,GIA
3776,GIA
3777,GIA
3778,GIA
3779,GIA
3780,GIA
3781,GIA
3782,GIA
3783,GIA
3784,GIA
3785,GIA
3786,GIA
3787,GIA
3788,GIA
3789,GIA
3790,GIA
3791,GIA
3792,HRD
3793,GIA
3794,GIA
3795,GIA
3796,GIA
3797,GIA
3798,GIA
3799,GIA
3800,GIA
3801,GIA
3802,GIA
3803,GIA
3804,GIA
3805,GIA
3806,GIA
3807,GIA
3808,GIA
3809,GIA
3810,GIA
3811,IGI
3812,GIA
3813,GIA
3814,GIA
3815,GIA
3816,GIA
3817,GIA
3818,GIA
3819,GIA
3820,GIA
3821,GIA
3822,GIA
3823,GIA
3824,GIA
3825,GIA
3826,GIA
3827,GIA
3828,GIA
3829,GIA
3830,GIA
3831,GIA
3832,GIA
3833,GIA
3834,GIA
3835,GIA
3836,GIA
3837,GIA
3838,GIA
3839,IGI
3840,IGI
3841,IGI
3842,IGI
3843,IGI
3844,IGI
3845,IGI
3846,IGI
3847,IGI
3848,IGI
3849,IGI
3850,IGI
3851,IGI
3852,IGI
3853,IGI
3854,IGI
3855,GIA
3856,GIA
3857,GIA
3858,GIA
3859,GIA
3860,GIA
3861,GIA
3862,GIA
3863,GIA
3864,GIA
3865,GIA
3866,GIA
3867,GIA
3868,GIA
3869,GIA
3870,GIA
3871,GIA
3872,GIA
3873,GIA
3874,GIA
3875,GIA
3876,GIA
3877,GIA
3878,GIA
3879,GIA
3880,GIA
3881,GIA
3882,GIA
3883,GIA
3884,GIA
3885,GIA
3886,GIA
3887,GIA
3888,GIA
3889,GIA
3890,GIA
3891,GIA
3892,GIA
3893,GIA
3894,GIA
3895,IGI
3896,GIA
3897,GIA
3898,IGI
3899,GIA
3900,GIA
3901,GIA
3902,GIA
3903,GIA
3904,GIA
3905,GIA
3906,GIA
3907,GIA
3908,GIA
3909,GIA
3910,GIA
3911,GIA
3912,GIA
3913,GIA
3914,GIA
3915,GIA
3916,GIA
3917,GIA
3918,GIA
3919,IGI
3920,GIA
3921,GIA
3922,GIA
3923,GIA
3924,GIA
3925,GIA
3926,GIA
3927,GIA
3928,GIA
3929,GIA
3930,GIA
3931,GIA
3932,GIA
3933,GIA
3934,GIA
3935,GIA
3936,GIA
3937,IGI
3938,IGI
3939,IGI
3940,GIA
3941,GIA
3942,GIA
3943,GIA
3944,GIA
3945,GIA
3946,GIA
3947,GIA
3948,GIA
3949,GIA
3950,GIA
3951,GIA
3952,GIA
3953,GIA
3954,GIA
3955,GIA
3956,GIA
3957,GIA
3958,GIA
3959,IGI
3960,GIA
3961,GIA
3962,GIA
3963,IGI
3964,IGI
3965,IGI
3966,IGI
3967,IGI
3968,IGI
3969,IGI
3970,IGI
3971,IGI
3972,IGI
3973,IGI
3974,GIA
3975,GIA
3976,IGI
3977,IGI
3978,IGI
3979,IGI
3980,IGI
3981,IGI
3982,GIA
3983,IGI
3984,IGI
3985,IGI
3986,IGI
3987,GIA
3988,GIA
3989,GIA
3990,GIA
3991,GIA
3992,GIA
3993,GIA
3994,GIA
3995,GIA
3996,GIA
3997,GIA
3998,GIA
3999,GIA
4000,GIA
4001,IGI
4002,GIA
4003,GIA
4004,GIA
4005,GIA
4006,GIA
4007,GIA
4008,IGI
4009,GIA
4010,GIA
4011,GIA
4012,GIA
4013,GIA
4014,GIA
4015,GIA
4016,GIA
4017,GIA
4018,GIA
4019,IGI
4020,GIA
4021,GIA
4022,GIA
4023,IGI
4024,GIA
4025,GIA
4026,GIA
4027,IGI
4028,IGI
4029,GIA
4030,GIA
4031,GIA
4032,GIA
4033,GIA
4034,GIA
4035,GIA
4036,GIA
4037,GIA
4038,GIA
4039,GIA
4040,GIA
4041,GIA
4042,GIA
4043,GIA
4044,GIA
4045,GIA
4046,GIA
4047,GIA
4048,GIA
4049,GIA
4050,GIA
4051,GIA
4052,GIA
4053,GIA
4054,GIA
4055,GIA
4056,GIA
4057,IGI
4058,IGI
4059,GIA
4060,GIA
4061,GIA
4062,GIA
4063,GIA
4064,GIA
4065,GIA
4066,GIA
4067,GIA
4068,HRD
4069,GIA
4070,IGI
4071,IGI
4072,GIA
4073,GIA
4074,IGI
4075,GIA
4076,GIA
4077,GIA
4078,GIA
4079,GIA
4080,GIA
4081,GIA
4082,GIA
4083,GIA
4084,GIA
4085,GIA
4086,GIA
4087,GIA
4088,IGI
4089,GIA
4090,IGI
4091,IGI
4092,IGI
4093,IGI
4094,GIA
4095,GIA
4096,GIA
4097,GIA
4098,GIA
4099,GIA
4100,GIA
4101,GIA
4102,GIA
4103,GIA
4104,GIA
4105,GIA
4106,GIA
4107,GIA
4108,GIA
4109,GIA
4110,GIA
4111,GIA
4112,GIA
4113,GIA
4114,GIA
4115,GIA
4116,GIA
4117,GIA
4118,GIA
4119,GIA
4120,GIA
4121,GIA
4122,GIA
4123,GIA
4124,IGI
4125,IGI
4126,IGI
4127,IGI
4128,IGI
4129,IGI
4130,IGI
4131,IGI
4132,IGI
4133,IGI
4134,IGI
4135,IGI
4136,IGI
